username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;imagelinks
WomenNMedia;2015-05-30 11:39;4;3;"Oh, but I do love a really good #badselfie ! It was a pleasure meeting you. #networking #newfriends https:// twitter.com/tiffanycolela/ status/604529317016567808 …";;;#badselfie #networking #newfriends;"604529967410483200";https://twitter.com/WomenNMedia/status/604529967410483200;https://pbs.twimg.com/media/CGO4MtJU8AAH_OH.jpg 
TiffanyColeLA;2015-05-30 11:36;0;0;"Fun event by @WomenNMedia ; our 1st but not last! Thanks 4 film & friends #Girlfriends w/ @melaniemayron52 #badselfie pic.twitter.com/7biCMkSRWs";;@WomenNMedia @melaniemayron52;#Girlfriends #badselfie;"604529317016567808";https://twitter.com/TiffanyColeLA/status/604529317016567808;https://pbs.twimg.com/media/CGO4MtJU8AAH_OH.jpg 
samandmarktv;2015-05-29 16:21;2;24;"Just drinking a cup of tea and its a bit hot. It's ok though because I'm putting out the vibe mark #badselfie pic.twitter.com/1bkibPu2P1";Clacton-on-Sea, England;;#badselfie;"604238533210030081";https://twitter.com/samandmarktv/status/604238533210030081;https://pbs.twimg.com/media/CGKvu4HWUAAjluY.jpg 
anthony_looney;2015-05-28 17:31;0;1;"Blast from the past @tuckeyprint this afternoon, Spotted my years end of uni show catalogue #memories #badselfie pic.twitter.com/dYAKAKV197";;@tuckeyprint;#memories #badselfie;"603893922918707201";https://twitter.com/anthony_looney/status/603893922918707201;https://pbs.twimg.com/media/CGF2TvjWoAAPQV8.jpg 
WanderTooth;2015-05-28 00:48;0;0;"Oh hey there @emilycitizine - looking forward to tweeting with you! #badselfie pic.twitter.com/476p0SFhnQ";Prague, Czech Republic;@emilycitizine;#badselfie;"603641326098329602";https://twitter.com/WanderTooth/status/603641326098329602;https://pbs.twimg.com/media/CGCQkxXUIAAeaVs.jpg 
jmillist;2015-05-27 20:33;1;3;"@BarefaceMedia #badselfie @anthony_looney @ryanhipkiss pic.twitter.com/I6HPnq68gd";;@BarefaceMedia @anthony_looney @ryanhipkiss;#badselfie;"603577187564912640";https://twitter.com/jmillist/status/603577187564912640;https://pbs.twimg.com/media/CGBWPmhW8AAVF7c.jpg 
ryanhipkiss;2015-05-27 18:27;0;2;"@anthony_looney I've ended up getting the camera the wrong way #badselfie pic.twitter.com/DYkuhr9RGI";;@anthony_looney;#badselfie;"603545611212840960";https://twitter.com/ryanhipkiss/status/603545611212840960;https://pbs.twimg.com/media/CGA5DBoWgAAMmFo.jpg 
anthony_looney;2015-05-27 17:54;1;1;"@ryanhipkiss has started a new trend #badselfie #WatchThisSpace pic.twitter.com/BRLUggRiym";;@ryanhipkiss;#badselfie #WatchThisSpace;"603537160315219968";https://twitter.com/anthony_looney/status/603537160315219968;https://pbs.twimg.com/media/CGAx01TW8AAUfo_.jpg 
AnotherQueerBoy;2015-05-23 23:25;0;1;"And after. #badselfie #DCC2015 pic.twitter.com/lSbiHTjT3a";;;#badselfie #DCC2015;"602170893977006080";https://twitter.com/AnotherQueerBoy/status/602170893977006080;https://pbs.twimg.com/media/CFtXOuTUMAAhLED.jpg 
millytillson;2015-05-19 18:22;0;0;"Check out my duel! #duel #badselfie , http://www. duel.me / pic.twitter.com/y6IHQlNaTc";;;#duel #badselfie;"600645158594547712";https://twitter.com/millytillson/status/600645158594547712;https://pbs.twimg.com/media/CFXrltuWYAArWTu.jpg 
J_Keith;2015-05-18 17:25;1;3;"Guess who can't sleep? #badselfie #insomnia pic.twitter.com/5xLJbf92hy";;;#badselfie #insomnia;"600268428960669696";https://twitter.com/J_Keith/status/600268428960669696;https://pbs.twimg.com/media/CFSU84_WoAAN5q7.jpg 
SuperFanNatalie;2015-05-14 07:17;2;11;". @ARizzo44 thanks for the pic today Rizzo but what's wrong with this picture? #badselfie pic.twitter.com/6X26YGO2yk";;@ARizzo44;#badselfie;"598665830436610048";https://twitter.com/SuperFanNatalie/status/598665830436610048;https://pbs.twimg.com/media/CE7ik-DUEAETVw7.jpg 
SadlyCatless;2015-05-13 03:49;0;2;"#BadSelfie pic.twitter.com/VxlUwIGpyv";;;#BadSelfie;"598251193375322113";https://twitter.com/SadlyCatless/status/598251193375322113;https://pbs.twimg.com/media/CE1qSmaW8AAht9n.jpg 
adamgnewton;2015-05-12 23:19;0;0;"Mostly field #badselfie pic.twitter.com/ggFGkBVNUk";;;#badselfie;"598183130487517184";https://twitter.com/adamgnewton/status/598183130487517184;https://pbs.twimg.com/media/CE0sY0PWoAA7KuG.jpg 
Tomkentwalker;2015-05-09 08:33;0;0;"It's way to dark in this room. Can't even see myself, maybe that's a good thing #badselfie #selfie pic.twitter.com/60cNU9wFce";;;#badselfie #selfie;"596873092363878400";https://twitter.com/Tomkentwalker/status/596873092363878400;https://pbs.twimg.com/media/CEiE6KCWgAAlShd.jpg 
MySaftextapp;2015-05-07 00:00;1;0;"@zeva_amethyst @DarkHedgehog20 they were probably TWD. make it STOP #badselfie pic.twitter.com/8FCWnVEUEz";;@zeva_amethyst @DarkHedgehog20;#badselfie;"596019326429212672";https://twitter.com/MySaftextapp/status/596019326429212672;https://pbs.twimg.com/media/CEV8al4UEAAD7-A.jpg 
MySaftextapp;2015-05-06 23:59;0;0;"@DarkHedgehog20 @zeva_amethyst like this? #badselfie . Retweet 2 save http:// a.life pic.twitter.com/4PmYVNNF4A";;@DarkHedgehog20 @zeva_amethyst;#badselfie;"596018883460366336";https://twitter.com/MySaftextapp/status/596018883460366336;https://pbs.twimg.com/media/CEV8AwTVAAAeg0P.jpg 
HornCologne;2015-05-06 22:52;1;7;"Ran into this guy at #rp15 ! 45 min. of great conversation ensued. Nice to see you, @doctorow ! #badselfie pic.twitter.com/lufh8C6ajH";;@doctorow;#rp15 #badselfie;"596002079644262400";https://twitter.com/HornCologne/status/596002079644262400;https://pbs.twimg.com/media/CEVsuj4WAAAwvmf.jpg 
susanmuir70;2015-05-04 21:06;1;2;"#badselfie @Smtp_Canada pic.twitter.com/y3tqE81mFz";Yorkton, Saskatchewan;@Smtp_Canada;#badselfie;"595250698834477056";https://twitter.com/susanmuir70/status/595250698834477056;https://pbs.twimg.com/media/CELBVjIUUAAJyLZ.jpg 
tavishyajw;2015-05-04 11:35;0;0;"This my boo Jae , I have no idea what I'm looking at ... Smh #badselfie pic.twitter.com/Ss5btebIVP";;;#badselfie;"595106985785348096";https://twitter.com/tavishyajw/status/595106985785348096;https://pbs.twimg.com/media/CEI-paoWIAAaBOT.jpg 
worldisflatblog;2015-05-03 05:02;0;1;"Thanks for the awkward #selfie Matt Cain @SFGiants #badselfie #ATTPark pic.twitter.com/5fOEmSHEEU";;@SFGiants;#selfie #badselfie #ATTPark;"594645580120346624";https://twitter.com/worldisflatblog/status/594645580120346624;https://pbs.twimg.com/media/CECa__HUEAAvxAt.jpg 
aerostch;2015-05-02 06:31;0;0;"Selfie with Bishop Binzer at IHM #confirmation #FeelinHoly #badselfie pic.twitter.com/qPG1FZd6zv";;;#confirmation #FeelinHoly #badselfie;"594305792838344704";https://twitter.com/aerostch/status/594305792838344704;https://pbs.twimg.com/media/CD9l9C0VIAA11NH.jpg 
MySaftextapp;2015-05-02 06:04;0;0;"@AmberOoley @AlakefCoffee try this with ur coffee #badselfie pic.twitter.com/bh6R2EI12o";;@AmberOoley @AlakefCoffee;#badselfie;"594298990402805761";https://twitter.com/MySaftextapp/status/594298990402805761;https://pbs.twimg.com/media/CD9fxxxVEAAf16I.jpg 
MySaftextapp;2015-05-02 03:28;0;2;"@KUMD1033FM @AlakefCoffee @EllipsisDuluth @ZenithSocialCon #badselfie . pic.twitter.com/NLdsPODCYE";;@KUMD1033FM @AlakefCoffee @EllipsisDuluth @ZenithSocialCon;#badselfie;"594259748247080960";https://twitter.com/MySaftextapp/status/594259748247080960;https://pbs.twimg.com/media/CD88F2lUkAAgHTX.jpg 
MattKubinski;2015-05-01 07:52;0;1;"And @Milesphendrix wins #ComedyChallenge tonight. See him again with two others May 21 #BadSelfie pic.twitter.com/JY8sBC9RJC";;@Milesphendrix;#ComedyChallenge #BadSelfie;"593963613959794688";https://twitter.com/MattKubinski/status/593963613959794688;https://pbs.twimg.com/media/CD4uwVKVAAA4pEQ.jpg 
PezManLuke;2015-05-01 02:26;1;1;"#congress #badselfie #WashingtonDC pic.twitter.com/lfDVGa2pPN";Arlington, VA;;#congress #badselfie #WashingtonDC;"593881740134985728";https://twitter.com/PezManLuke/status/593881740134985728;https://pbs.twimg.com/media/CD3kShuUIAAF6Il.jpg 
PezManLuke;2015-05-01 02:25;0;1;"#badselfie #lincolnmonument #campsunshine pic.twitter.com/IBPPYzTQH6";Arlington, VA;;#badselfie #lincolnmonument #campsunshine;"593881502187921408";https://twitter.com/PezManLuke/status/593881502187921408;https://pbs.twimg.com/media/CD3kEruVIAICYVZ.jpg 
Gabby_coolness;2015-04-30 18:16;0;0;"These r the types of pictures u take when ur iPhone front camera is broken #badselfie #photobombhand pic.twitter.com/PtQBbluNKA";;;#badselfie #photobombhand;"593758412464365568";https://twitter.com/Gabby_coolness/status/593758412464365568;https://pbs.twimg.com/media/CD10IVJWEAAk8fH.jpg 
wutangbunny;2015-04-25 07:16;0;0;"I do this because I you @MikeBaltus ! #BadSelfie (on my part) https:// twitter.com/MikeBaltus/sta tus/591775471638949888 …";Denver, CO;@MikeBaltus;#BadSelfie;"591780381151526914";https://twitter.com/wutangbunny/status/591780381151526914;https://pbs.twimg.com/media/CDZopXYUMAAY0C9.jpg 
DE_Cooper;2015-04-24 14:16;1;2;"THANKS to everyone who's donated to @Sightsavers - Let's keep it coming! #vlm2015 #badselfie http:// bit.ly/1Hf6jrH pic.twitter.com/ZKW6DfhT6b";;@Sightsavers;#vlm2015 #badselfie;"591523656746082304";https://twitter.com/DE_Cooper/status/591523656746082304;https://pbs.twimg.com/media/CDWDoYlW8AE4T72.jpg 
katiekilfoyle_;2015-04-24 07:14;0;2;"ily @AubreeCude #badselfie pic.twitter.com/w0YVRRmi7S";;@AubreeCude;#badselfie;"591417484638486528";https://twitter.com/katiekilfoyle_/status/591417484638486528;https://pbs.twimg.com/media/CDUjD05UEAA-EzN.jpg 
CreepyKellie;2015-04-23 17:35;0;1;"#badselfie pic.twitter.com/nVDvuOCUaJ";Oklahoma, USA;;#badselfie;"591211312820002816";https://twitter.com/CreepyKellie/status/591211312820002816;https://pbs.twimg.com/media/CDRnjNZUEAEXVur.jpg 
ReggieLee29;2015-04-20 05:38;0;0;"My expression when the Assassin won't stop talking....really. #SayItWithMe #BadSelfie pic.twitter.com/NI6ml8pAQb";;;#SayItWithMe #BadSelfie;"589943752241754112";https://twitter.com/ReggieLee29/status/589943752241754112;https://pbs.twimg.com/media/CC_msQkUMAAas21.jpg 
CristianPuie;2015-04-19 01:44;0;0;"A few more to add to the #BadSelfie bin. I'll post some proper good ones (with a surprise mystery guest) next week. pic.twitter.com/n5v0rZfVrD";;;#BadSelfie;"589522485126770688";https://twitter.com/CristianPuie/status/589522485126770688;https://pbs.twimg.com/media/CC5nkt8W8AAR2JG.jpg https://pbs.twimg.com/media/CC5ngrBWMAE4B7p.jpg https://pbs.twimg.com/media/CC5nkRMWIAAsk9F.jpg https://pbs.twimg.com/media/CC5njTeWAAArj18.jpg 
OnlyFerrariPics;2015-04-18 11:45;0;0;"With the gentle beast #ferrari458#ntuc#shareinvestorsevent#badselfie by waikian_ pic.twitter.com/R5cItzaiqq";;;#ferrari458 #ntuc #shareinvestorsevent #badselfie;"589311331670630401";https://twitter.com/OnlyFerrariPics/status/589311331670630401;https://pbs.twimg.com/media/CC2niKbWMAA-F8K.jpg 
KyleHeimann;2015-04-18 08:09;0;0;"Just made up a hashtag for this Jr. High party in Ada, MN. #awakenDOC is my jam. #badselfie pic.twitter.com/rWriwByfeK";;;#awakenDOC #badselfie;"589256818569809920";https://twitter.com/KyleHeimann/status/589256818569809920;https://pbs.twimg.com/media/CC119AFUsAASJcy.jpg 
CristianPuie;2015-04-17 23:09;0;0;"Oh. There it is. I still look very weird, though. #BadSelfie pic.twitter.com/tkLaBoaVL3";;;#BadSelfie;"589121092561870848";https://twitter.com/CristianPuie/status/589121092561870848;https://pbs.twimg.com/media/CCz6gxjWIAAXg6s.jpg 
StegoSarahs;2015-04-17 05:23;0;1;"#badselfie #calgaryexpo #SpiderGwen pic.twitter.com/fS4qruX6dt";;;#badselfie #calgaryexpo #SpiderGwen;"588852819148451840";https://twitter.com/StegoSarahs/status/588852819148451840;https://pbs.twimg.com/media/CCwGgTnVEAEtVf6.jpg 
Yo_Boy_Mark;2015-04-13 11:32;0;4;"Selfie from last night #badselfie #takerlol pic.twitter.com/ITAAQjgmz7";;;#badselfie #takerlol;"587496137231241216";https://twitter.com/Yo_Boy_Mark/status/587496137231241216;https://pbs.twimg.com/media/CCc0kcPUAAIIDtf.jpg 
wendieyee;2015-04-12 09:28;0;0;"Nice day at Lake Berryessa! A bit windy, but still a successful fishing day! #bassfishing #badselfie #basscat pic.twitter.com/kxUmVUc72E";;;#bassfishing #badselfie #basscat;"587102397979172864";https://twitter.com/wendieyee/status/587102397979172864;https://pbs.twimg.com/media/CCXOhS5UwAAWDJc.jpg 
bossypants72;2015-04-12 08:18;0;3;"Awesome Nerd,Cute Neighbor and Me at Ocean Point on a random night...we were not drinking/smoking nothing. #BadSelfie pic.twitter.com/vgldr7CTUT";Maine, USA;;#BadSelfie;"587084958579167234";https://twitter.com/bossypants72/status/587084958579167234;https://pbs.twimg.com/media/CCW-qKPVEAAZsDs.jpg 
HelenJaneWyatt;2015-04-10 03:20;1;4;"For some reason #selfie this had @stellian in stitches. #badselfie pic.twitter.com/RISPoSYVBY";;@stellian;#selfie #badselfie;"586285070329245696";https://twitter.com/HelenJaneWyatt/status/586285070329245696;https://pbs.twimg.com/media/CCLnKMmWEAAwuiv.jpg 
RubidiumCosplay;2015-04-05 00:41;0;2;"Badselfie !!! XD Naja, die Schleife fehlt noch, die mach ich dann aber morgen B) pic.twitter.com/ue1EFnuKSh";;;;"584433131442282498";https://twitter.com/RubidiumCosplay/status/584433131442282498;https://pbs.twimg.com/media/CBxS1eTW4AA006N.jpg 
VioletLlama;2015-04-02 23:00;0;1;"@VelvetSnowOwl cinema tonight! #badselfie pic.twitter.com/lvyAffRTuM";;@VelvetSnowOwl;#badselfie;"583683036123893760";https://twitter.com/VioletLlama/status/583683036123893760;https://pbs.twimg.com/media/CBmonlsWIAEgZWb.jpg 
ed007jamesbond;2015-04-01 02:20;0;0;"My tribute to National #badselfie Day! Just Me being Me! #TheManULuvToHate pic.twitter.com/vYzfqKEziX";Dallas, TX;;#badselfie #TheManULuvToHate;"583008481801674752";https://twitter.com/ed007jamesbond/status/583008481801674752;https://pbs.twimg.com/media/CBdDHs9UwAAdaE0.jpg 
simongg;2015-03-31 09:46;0;1;"@HawkeyChiTown #big #win #Funtime thx @twitter @CraigHashi #badselfie pic.twitter.com/x1e4GFsT3b";;@HawkeyChiTown @twitter @CraigHashi;#big #win #Funtime #badselfie;"582758319598788608";https://twitter.com/simongg/status/582758319598788608;https://pbs.twimg.com/media/CBZfi3WWkAAY9ku.jpg https://pbs.twimg.com/media/CBZfi2yWAAAGD17.jpg 
Friska_Ntls;2015-03-30 14:42;0;0;"What should i do?hooo #badselfie pic.twitter.com/TJzMIlNsmO";;;#badselfie;"582470321405456384";https://twitter.com/Friska_Ntls/status/582470321405456384;https://pbs.twimg.com/media/CBVZq8sUIAAbrHx.jpg 
_aanaira__;2015-03-30 08:18;1;3;"“ @_ogMoo : #badselfie pic.twitter.com/sjPT1BuVSe ” woah";;@_ogMoo;#badselfie;"582373737812512768";https://twitter.com/_aanaira__/status/582373737812512768;https://pbs.twimg.com/media/CBUBOomW4AAEiQa.jpg 
_ogMoo;2015-03-30 08:15;7;33;"#badselfie pic.twitter.com/BLRDdyBdWy";;;#badselfie;"582373082398093312";https://twitter.com/_ogMoo/status/582373082398093312;https://pbs.twimg.com/media/CBUBOomW4AAEiQa.jpg 
yungmaia;2015-03-29 00:25;1;3;"@VictoriaHovey happy birthday dude ily & I hope you have a great day #badselfie lol pic.twitter.com/yuPXQPSfk4";;@VictoriaHovey;#badselfie;"581892288671956993";https://twitter.com/yungmaia/status/581892288671956993;https://pbs.twimg.com/media/CBNLqsCVEAAPkTm.jpg 
SimplySara__;2015-03-28 21:52;0;1;"@DJ_OnDemand @aKaButt well smile sounds like a beautiful dayyy. #badselfie pic.twitter.com/QYY0W3cK15";Petersburg, VA;@DJ_OnDemand @aKaButt;#badselfie;"581853940406456321";https://twitter.com/SimplySara__/status/581853940406456321;https://pbs.twimg.com/media/CBMpEhDWUAAzKat.jpg 
PolaroidJumping;2015-03-27 19:11;0;0;"Somehow made a tasty pasta with fusili, tomato purée, garlic purée, an 1/8 of a garlic roule& ketchup xD #badselfie pic.twitter.com/cqQZNoXcOb";;;#badselfie;"581450872141541376";https://twitter.com/PolaroidJumping/status/581450872141541376;https://pbs.twimg.com/media/CBG6K4bWQAAO8Ng.jpg 
ifeelfine72;2015-03-27 18:01;0;1;"Go get 'em Champ! #wearyellowforseth #badselfie pic.twitter.com/bsuAanCNhi";Michigan, USA;;#wearyellowforseth #badselfie;"581433257939628032";https://twitter.com/ifeelfine72/status/581433257939628032;https://pbs.twimg.com/media/CBGqdpyWsAAcqcr.jpg 
CelinAlexiuk;2015-03-27 08:19;1;2;"@cal_rn and @AwSSum me too. Waving to Carey Price. #BadSelfie . pic.twitter.com/QBuhqmaWHo";;@cal_rn @AwSSum;#BadSelfie;"581286969168232449";https://twitter.com/CelinAlexiuk/status/581286969168232449;https://pbs.twimg.com/media/CBElax4W4AA4jNi.jpg 
legoairsidejoe;2015-03-26 15:17;0;2;"It's raining my hair, my hair ! Forgot to bring my coat out #badselfie #stillawesome pic.twitter.com/JOFRH7QcMw";;;#badselfie #stillawesome;"581029733061697536";https://twitter.com/legoairsidejoe/status/581029733061697536;https://pbs.twimg.com/media/CBA7dWJWAAA67IN.jpg 
sharonlawrence;2015-03-25 00:41;19;25;"" @maisygibons : I wonder if she actually took a picture pic.twitter.com/R600czXhbd " :) Hi! the character did but the actress erased it #badselfie";;@maisygibons;#badselfie;"580446967395938304";https://twitter.com/sharonlawrence/status/580446967395938304;https://pbs.twimg.com/media/CAjgOIAWEAAI3xy.jpg 
LahtiMari;2015-03-24 22:02;1;2;"#Powertwins #internationalweek at @TurunAMK with guests and great collegues #lovemyjob @hellila #badselfie but #fun pic.twitter.com/BlLaeVqyLA";;@TurunAMK @hellila;#Powertwins #internationalweek #lovemyjob #badselfie #fun;"580406775452688384";https://twitter.com/LahtiMari/status/580406775452688384;https://pbs.twimg.com/media/CA4E3-hU0AAlgDy.jpg 
Lacie_volsbabe1;2015-03-23 05:31;0;2;"Just me... #BadSelfie pic.twitter.com/xSEnaRpFbr";;;#BadSelfie;"579795108909965312";https://twitter.com/Lacie_volsbabe1/status/579795108909965312;https://pbs.twimg.com/media/CAvYlCDVEAAzVmi.jpg 
josuhakeegan;2015-03-19 16:05;0;0;"Red wine = #badselfie pic.twitter.com/4LpoyVGaM5";;;#badselfie;"578505010570477568";https://twitter.com/josuhakeegan/status/578505010570477568;https://pbs.twimg.com/media/CAdDOyrVAAALRke.jpg 
BlizzardLynn;2015-03-19 08:57;0;1;"Wow, How did I capture this gem? #wowselfies #badselfie #lol pic.twitter.com/2DFCEkhrkG";;;#wowselfies #badselfie #lol;"578397368195805184";https://twitter.com/BlizzardLynn/status/578397368195805184;https://pbs.twimg.com/media/CAbhV32VEAAD_T-.jpg 
NiTsbruh;2015-03-18 02:09;0;0;"I feel hella weird taking selfies I guess it's not my thing #JustNotaProfessionalSelfieTaker #badselfie #MegaCoon pic.twitter.com/Wr459k17eU";;;#JustNotaProfessionalSelfieTaker #badselfie #MegaCoon;"577932285992824832";https://twitter.com/NiTsbruh/status/577932285992824832;https://pbs.twimg.com/media/CAU6WevUsAAKgW_.jpg 
aaronholdaway;2015-03-16 07:48;0;0;"The bad facial hair and the bad lips... #badselfie pic.twitter.com/kL8wiUpeNp";;;#badselfie;"577292806206685184";https://twitter.com/aaronholdaway/status/577292806206685184;https://pbs.twimg.com/media/CAL0vkjWEAAHFx3.jpg 
Sumpygaz;2015-03-16 02:24;0;0;"Every #badselfie tells a story. pic.twitter.com/GjM24z9IQl";;;#badselfie;"577211344124002304";https://twitter.com/Sumpygaz/status/577211344124002304;https://pbs.twimg.com/media/CAKqpqrWUAEa5Cq.jpg 
grammarninja99;2015-03-15 06:35;0;2;"#badselfie pic.twitter.com/rZFLd4cPxy";;;#badselfie;"576911945267195904";https://twitter.com/grammarninja99/status/576911945267195904;https://pbs.twimg.com/media/CAGaV_CUwAATZuj.jpg 
SabahSafak;2015-03-14 23:38;0;0;"RT @YetisVahide : RT @paramore : Running thru a set for the @HiltonHotels show next wk #badselfie pic.twitter.com/CnK4O1isZd";;@YetisVahide @paramore @HiltonHotels;#badselfie;"576807093233139712";https://twitter.com/SabahSafak/status/576807093233139712;https://pbs.twimg.com/media/B-ZBlRoCcAABbeI.jpg 
AagusJuaarez;2015-03-13 07:25;0;2;"#ugly #fea #me #selfie #theworst #badselfie #tshirts #badday pic.twitter.com/kHuNOEjwuv";;;#ugly #fea #me #selfie #theworst #badselfie #tshirts #badday;"576199891501912064";https://twitter.com/AagusJuaarez/status/576199891501912064;https://pbs.twimg.com/media/B_8SuZ1WsAA1eYy.jpg 
grumpytex;2015-03-12 14:18;0;0;"See how you go #badselfie pic.twitter.com/ZbCtHVENkZ";;;#badselfie;"575941371422343168";https://twitter.com/grumpytex/status/575941371422343168;https://pbs.twimg.com/media/B_4nltHVAAE0UM9.jpg 
Estrellaneous;2015-03-10 17:23;0;1;"Vanwege overdadig schuimgebeuren geen badselfie . #nonude pic.twitter.com/3iz54zqARP";;;#nonude;"575263107389521920";https://twitter.com/Estrellaneous/status/575263107389521920;https://pbs.twimg.com/media/B_u-vpFVAAAca3_.jpg 
mandapanda007;2015-03-07 21:53;2;7;"The Koe Sandwich! #patchshenanigans #badselfie #canyouguesswhosdrunk @Mac_allie @jenriemer @JKnwt @TeamKevinKoe pic.twitter.com/tnyWAl52vY";;@Mac_allie @jenriemer @JKnwt @TeamKevinKoe;#patchshenanigans #badselfie #canyouguesswhosdrunk;"574243929081556993";https://twitter.com/mandapanda007/status/574243929081556993;https://pbs.twimg.com/media/B_gfzi8U8AI_9mF.jpg 
